88E2?(PR)4,1904.519,372,Navy,Cold,103
10N6?(DH)4,1713.277,1413,Silver,Cold,18
24V8?(SH)9,1809.988,59,Violet,Hot,7
12B0?(JP)6,1586.923,314,Blue,Cold,103
67G4?(ZE)3,801.308,660,Pink,Cold,81
98H3?3GC)9,1850.86,2514,Ivory,Hot,81
00N0?(LR)6,832.421,284,Silver,Hot,64
94Z4?(JL)2,2084.809,2823,Pink,Hot,17
70L3?(TM)2,1779.468,669,Violet,Hot,81
54t2?(KN)2,1849.814,2991,Tan,Cold,91
34X0?(KO)2,1487.234,554,Pink,Hot,79
76W5?(CQ)7,1620.707,2106,Violet,Cold,60
88R6?(JQ)1,1922.196,1843,Ivory,Hot,52
82V2?(EF)3,2015.614,417,Pink,Cold,51
04Z3?(UH)6,1056.299,2222,Lime,Hot,46
08L3?(VS)4,2003.434,2689,Black,Hot,92
40B7?(DD)0,1544.789,1301,Green,Cold,36
22T2?(BR)8,566.517,2106,Navy,Cold,92
03C7?(YH)5,1860.571,440,Purple,Cold,100
07K1?(LI)8,1905.929,515,Ivory,Hot,100
99O2?(UP)5,739.921,1682,Blue,Hot,5
34I2?(QO)1,1761.384,2064,Teal,Hot,90
47M3?(II)0,1552.961,525,Pink,Hot,109
24L9?(DO)5,1121.955,2983,Ivory,Cold,17
32K4?(IS)6,1482.469,2762,Violet,Cold,92
42Q8h(BS)9,1639.04,95,Blue,Cold,95
22X7?(LY)1,2084.748,2931,Lime,Cold,26
98N2?(JG)7,1750.788,325,Silver,Cold,86
58O9?(JN)7,2073.1,1241,Tan,Hot,98
57D9?(OJ)5,1291.254,1630,Pink,Cold,22
50C4?(GO)5,1680.763,955,Lime,Hot,76
55I9?(VP)5,1978.25,2285,Lime,Hot,80
17H0?(NX)0,1593.564,960,Blue,Hot,1
87B5?(CM)4,1814.134,1592,Gold,Cold,49
42T0?(CH)0,286.748,2099,Ivory,Hot,73
41R7?(JU)7,1579.344,2706,Silver,Cold,16
45E1?(KJ)6,1828.857,2833,Black,Cold,92
68T8?(BV)7,1065.502,2249,Cyan,Cold,33
15K4?(YP)4,1028.36,2153,Teal,Hot,87
56Z2?(DA)7,1809.849,1786,Ivory,Cold,104
26B0?(DL)7,2047.924,1346,Violet,Cold,81
20C5?(YK)9,1670.454,199,Black,Hot,40
56A7?(IJ)9,629.293,2609,Lime,Hot,23
91N4?(IQ)3,1824.18,2204,Silver,Hot,58
27P4?(FR)0,1498.575,974,Pink,Hot,105
98R4?(LW)7,1833.687,592,Silver,Hot,47
03I7?(DG)6,1785.564,557,Ivory,Hot,97
12I2?(JA)4,1701.247,2577,Teal,Hot,64
8XY6?(WV)8,1615.39,1946,Navy,Cold,50
32R8?(IP)2,2025.735,771,Violet,Hot,103
63R4?(TR)2,1465.997,2136,Cyan,Cold,95
49L8?(OF)5,1785.59,2324,Blue,Hot,105
1B7?(TW)7,1607.714,200,Lime,Hot,35
24A4?(WV)4,189.038,1681,Red,Hot,89
07T0?(WV)0,1469.711,767,Black,Cold,25
06P1?(G)6,1713.984,464,Purple,Hot,98
02S9?(SJ)2,1631.442,1915,Silver,Hot,97
16T1?(PR)9,941.343,745,Pink,Hot,37
32B4?(OG)7,99.017,1354,Yellow,Cold,87
09H1?(SL)6,16.325,247,Black,Cold,70
51U8?(OV)6,1829.298,84,Green,Cold,71
70Q1?(PT)1,72.561,2362,Brown,Hot,71
50B8?(AH)4,1735.507,2151,Green,Hot,71
92C8?(FW)4,1571.058,1623,Ivory,Cold,71
25R0?(EN)8,1902.471,2413,Violet,Hot,29
69I5?(KU)9,1510.012,320,Ivory,Hot,21
68A8?(DS)5,1817.619,1632,Ivory,Hot,18
38M5?(FC)5,949.076,413,Lime,Hot,100
45L?(BU)1,1965.888,126,Tan,Hot,52
87U3?GPX)2,1167.412,1152,Pink,Hot,100
29C1?(WD)2,1297.188,563,Olive,Hot,84
88S8?(HV)9,928.649,2499,Gold,Hot,1
28X9?(UU)1,475.066,1778,Violet,Cold,73
47J5?(SB)2,1895.723,1823,Pink,Cold,21
16N3?(VA)3,1986.513,2326,Gold,Cold,94
47Y5?(JT)6,1976.159,918,Lime,Cold,81
38V5?(UG)5,1675.155,2178,Silver,Hot,90
82O7?(D5)3,1783.747,1437,Tan,Cold,34
99M1?(BZ)5,681.923,2071,Pink,Cold,73
80Q2?(KG)2,1509.814,2683,Red,Hot,42
44C5?(GS)4,1452.532,1109,Brown,Hot,78
53Q1?(VV)1,1840.442,436,Tan,Cold,63
40L0?A(QN)4,2052.764,2894,Tan,Hot,73
48Z4?(FT4,1310.657,1812,Lime,Cold,75
92Z7?(PZ)9,1808.335,1928,Tan,Hot,47
98J8?(QK)9,1635.788,599,Ivory,Cold,80
55M4?(EL)0,1767.299,381,Pink,Cold,104
69A4?(P7)0,1638.527,504,Grey,Hot,29
12U0?(BU)4,758.942,1068,Lime,Hot,27
98H7?(WA)3,1752.789,782,Black,Hot,86
81F5?(RL)3,1332.944,2025,Ivory,Cold,17
56K7?(JZ)6,2064.341,45,Cyan,Hot,86
88L3?(OV)3,449.947,1492,Lime,Hot,25
78I9?(W2)0,691.204,2355,Silver,Cold,83
56N5?(JP)0,1685.028,2628,Black,Hot,25
20C2?(TL)5,719.214,201,Teal,Cold,109
17T9?(WB)2,1254.718,458,Gold,Cold,99
22X2?(UM)7,246.62,1454,Black,Hot,68
00A8?(JY)1,725.047,2674,Lime,Cold,101
31Z6?(MU)4,1050.943,2773,Ivory,Hot,95
16U8?(QL)3,1608.207,1313,Teal,Hot,36
90D6?(RN)9,1534.092,2913,Ivory,Cold,83
1]Q0?(CL)3,1728.504,2154,Ivory,Hot,74
27U8?(EJ)3,2055.395,2576,Tan,Hot,77
68K5?(XR)0,1714.946,1388,Lime,Hot,76
01L5?(LS)6,1480.577,380,Silver,Cold,71
#25U0?(DG)7,1381.398,2351,Blue,Cold,37
44Q1?(YG)8,1946.106,2174,Teal,Hot,99
%8P3?(XV)5,1162.201,1416,Tan,Hot,35
49R3?(NX)6,60.537,2605,Pink,Hot,103
68D9?(LR)9,1964.226,997,Cyan,Cold,100
27C3?(JU)0,2030.878,1924,Blue,Cold,98
61C4?(KJ)8,1737.848,2174,Silver,Hot,86
29G5?(SM)5,1826.472,287,Lime,Cold,20
92Q4?(RU)4,1954.106,1650,Pink,Hot,54
65K4?(CH)4,139.841,1760,Orange,Hot,25
86D3?(NN)4,1606.657,457,Gold,Hot,20
30B0?(KU)8,1574.838,2850,Violet,Hot,105
49Y0?(KD)4,1512.812,149,Red,Cold,12
92Z0?(NJ)5,2008.111,2049,Ivory,Cold,68
84Y3?(TJ)2,2022.925,715,Violet,Hot,90
07Z0?(CK)6,1868.682,578,Teal,Cold,26
67O2F?(IQ)3,2031.405,391,Green,Hot,73
83K6?(JL)4,1886.967,2437,Tan,Hot,94
64S4?(ZD)3,2041.105,1845,Blue,Hot,102
83W5?(FS)8,830.799,2337,Silver,Hot,102
16Y6?(HS)1,1612.868,2541,Blue,Cold,21
82V2?(JM)4,2035.595,2470,Navy,Hot,70
15J9?(GJ)0,1673.812,436,Navy,Hot,3
56K0?(QF)2,1462.547,2305,Lime,Hot,18
04p6?(AV)5,2082.91,2583,Green,Hot,29
86F9?(YK)3,1863.7,2906,Blue,Hot,68
49F8?(KR)7,955.148,1352,Blue,Hot,47
37A4?(V)3,1823.768,2260,Lime,Hot,94
11P8?(AO)3,2039.874,1409,Lime,Hot,109
10WO?(BY)9,1722.084,415,Teal,Hot,68
07N6?(UG)8,1817.578,818,Teal,Hot,37
11Y2?(LI)5,1637.779,1635,Blue,Cold,101
08K6?(XH)4,734.897,2810,Teal,Cold,102
49S4?(CE)3,1963.534,1011,Blue,Cold,51
23W8?(GP)5,1556.022,2806,Pink,Cold,74
68B9?(OQ)1,153.48,1331,Teal,Hot,35
02N3?(UC)9,859.917,2234,Pink,Hot,84
56B6?(GP)9,267.701,2215,Ivory,Hot,108
86X0?(MN)6,1779.656,1341,Tan,Hot,86
47B1?(NL)4,1957.829,2234,Pink,Hot,43
61H0?(ZL0,1698.894,2566,Violet,Cold,78
20V9t(LL)1,386.488,2379,Green,Cold,75
29M?(WE)6,294.048,149,Blue,Cold,56
81B9?(UI)6,1821.652,902,Cyan,Cold,77
28T6?PV)6,1709.129,366,Teal,Hot,96
38R4?(BY)7,1922.046,1652,Teal,Cold,40
07K1?(SL)9,1956.71,2220,Purple,Cold,74
09K4?(XI)6,1520.257,1972,Teal,Hot,82
73H7?(YE)6,1699.413,148,Orange,Hot,38
56C8?(KW)4,1647.723,2183,Navy,Hot,69
26C8?(XC)3,1901.945,2324,Tan,Cold,108
11V5?(YH)9,1851.535,2372,Silver,Cold,90
18Q8?(CI)2,1346.855,467,Olive,Cold,88
76L4?(SN)3,1608.558,1889,Silver,Hot,81
92C2?(BC)9,1508.248,1941,Teal,Hot,14
53E4?(KI)8,1935.321,1302,Gold,Hot,100
95Y4?(PX)5,1675.108,1614,Teal,Cold,62
13X1?(DM)1,1602.665,1536,Ivory,Cold,59
60J5?(JJz9,1195.72,2109,Pink,Hot,12
63P1?(EL)9,187.006,1085,Plum,Cold,102
07J1?(VN)3,972.622,1862,Tan,Hot,85
12R5?(CX)6,1762.36,2878,Tan,Cold,45
36T6?(JS)5,1640.404,2851,Ivory,Hot,95
15Y6?(UZ)9,1912.277,419,Tan,Cold,109
92I4?(OY)8,59.601,368,Green,Cold,65
01V9?(KG)9,1807.924,657,Ivory,Cold,51
11>0?(WO)7,1539.684,2886,Ivory,Hot,25
32S9?(RG)9,1244.211,2691,Ivory,Hot,95
67U5?(CG)2,1493.171,2648,Tan,Cold,101
06D6?(KB)0,1564.274,1993,Pink,Hot,96
98H5b(VI)6,59.281,534,Pink,Hot,101
77N1?(DA)2,281.073,903,Black,Hot,20
28J6?(ER)2,1615.173,707,Tan,Hot,92
34T9?(GC)9,684.282,301,Black,Hot,75
30Z1?(XU)7,1620.495,204,Pink,Cold,59
66I2?(GA)6,1452.344,2230,Black,Hot,108
55R0?(XM)3,1553.212,2983,Navy,Hot,91
28B9?(HU)8,1234.817,1852,Lime,Cold,103
76F1?(IR)4,2036.422,2986,Olive,Cold,1
44H3?(US)2,1460.35,1641,Tan,Cold,70
27F9?(CM)0,1550.308,428,Silver,Hot,45
56X1?XQL)3,1745.879,290,Silver,Cold,98
11Q8?(IV)1,1816.478,1584,Lime,Cold,77
92B7?(XR)5,1756.55,1485,Lime,Hot,80
72M5?(DY)4,1770.257,14,Pink,Hot,67
03Z3?(TJ)3,1918.498,1379,Silver,Hot,96
20B9?(4L)6,769.931,2817,Tan,Hot,109
84U78(LC)0,1804.448,1905,Tan,Hot,104
62Y2?(ZZ)2,1914.496,2274,Lime,Cold,51
64J8?(WA)9,2057.725,1871,Pink,Cold,40
90U2?(FS)6,1248.719,2655,Yellow,Cold,88
53I1?(CO10,276.24,2845,Blue,Hot,18
65L2?(NS)3,1695.899,667,Silver,Cold,10
93V5?(RM)0,2090.418,2041,White,Hot,82
12S3?(HS)5,531.402,2654,Silver,Hot,94
05E6?(ZK)6,1255.644,2265,Violet,Hot,47
56M3?(KI)7,1987.208,1920,Red,Hot,54
79G8?(EG)2,300.298,428,Purple,Cold,81
95U3?(WJ)0,1437.662,2651,Silver,Cold,77
91C8?(GA)2,2031.148,1070,Yellow,Cold,17
31S7?(AI)3,1461.823,1106,Blue,Hot,71
59J2?(RK)1,489.12,2978,Blue,Hot,101
66YM6?(WS)6,1774.931,1159,Black,Hot,51
92Z2?(JS)9,805.576,1456,Green,Hot,64
42U2?(ZR)1,1938.012,2209,Tan,Hot,107
88C2?(AS)5,397.93,2352,Pink,Hot,94
03L1?(PR)2,1111.732,750,Olive,Cold,70
76A9?(FJ)9,91.832,1681,Violet,Cold,87
83U8?(GI)7,2075.033,324,Green,Hot,88
50U9?(TA)3,1122.407,903,Ivory,Hot,77
79T5?(AQ)0,1734.508,560,Teal,Hot,50
25K5?(KN)2,1819.62,1283,Ivory,Cold,73
48U8?(MB)4,2030.106,974,Blue,Cold,58
0709?(LV)7,1632.592,2024,Grey,Hot,61
00T7?(VM)6,1526.383,2333,Green,Cold,98
12O1?(CF)3,1804.293,2045,Red,Hot,7
49S2?(JW)6,1456.713,1010,Navy,Hot,103
86N3?(UW)5,526.839,2168,Purple,Hot,28
84K0?(KJ)2,263.354,2705,Red,Hot,90
89H9?(KF)2,1454.501,720,Violet,Hot,58
45W6?(OY)3,1762.532,630,Black,Hot,80
80Z8?(XN)5,870.383,2712,Plum,Hot,100
19Y6?(HL)0,1732.195,2808,Blue,Hot,92
09Q6?(HM)8,1470.957,2618,Lime,Cold,18
16O5?(XO)0,1993.563,465,Gold,Hot,5
27L6?(YM)8,1881.859,2294,Pink,Cold,92
37G1?(XO)2,2050.366,227,Lime,Hot,101
25R1?(GJ)3,1923.82,2913,Cyan,Cold,80
12W1?(WW)9,1761.006,546,Blue,Hot,109
58F4?(1V)9,1699.001,1812,Tan,Hot,90
74H9?(VC)5,1919.489,1423,Teal,Hot,10
72H2?(YX)3,1292.37,1424,Teal,Cold,76
01S9?(KF)2,1820.148,2604,Teal,Hot,108
72G5?(PN)6,1326.932,0,Silver,Hot,76
21K6?(UJ)3,1162.234,2729,Tan,Hot,107
22V6?(WT)9,194.414,1433,Purple,Hot,77
30Z6?(DK)1,1971.377,954,Silver,Hot,50
38S8?(K2)7,860.629,1778,Violet,Hot,109
78U9?(OJ)9,408.355,283,Navy,Hot,88
93H2?(IV)9,1199.157,539,Pink,Cold,83
54N8?(RU)5,638.676,1068,Pink,Cold,97
02L0?(JG)3,1941.72,242,Plum,Hot,73
62L7?(BJ)9,699.399,2251,Ivory,Hot,26
04L1?(IO)8,1858.332,2149,Pink,Cold,53
81D5?(KS)6,172.583,780,Olive,Hot,6
51U4?(BD)3,1687.217,2126,Pink,Cold,98
21U8?(XD)6,1994.309,1893,Blue,Hot,45
91J1?(UU)1,2014.367,1157,Teal,Cold,71
68W1?(NT)3,116.037,2022,Ivory,Hot,72
62S6?(OO)0,2086.195,1331,Lime,Cold,90
73W3?(PF)2,1929.983,284,Brown,Cold,17
48B9?(DR)1,207.486,2182,Violet,Hot,71
11C5?(YT)4,1972.417,1046,Blue,Hot,64
24H3?(EX)5,1772.3,1766,Blue,Hot,98
89R?(WN)1,918.511,2605,Teal,Hot,95
10L4?(XX)5,1682.143,2332,Grey,Hot,27
52A2?(FX)6,2053.86,2512,Tan,Cold,67
12H2?(PD)3,1993.284,2827,Teal,Hot,109
09R0?(RP)8,1588.561,986,Teal,Hot,81
12G1?(QI)0,2058.711,767,Lime,Cold,71
97S8?(GX)3,476.382,2092,Blue,Cold,62
30M1?(ZJ)8,1896.353,1318,Lime,Hot,7
77N1?(RF)3,1615.535,1366,Yellow,Hot,74
60X9?(OW)5,380.971,344,Blue,Cold,91
25R0?(SW)3,1329.918,128,Pink,Hot,99
48Q1?(FD)6,1861.722,104,Teal,Cold,101
52V6?(XW)6,108.552,1353,Plum,Cold,98
08T7?(PG57,1769.818,867,Ivory,Cold,103
51Z2?(LV)4,2039.849,2882,Ivory,Hot,80
04V0?(IT)7,1698.097,1342,Tan,Cold,54
03R7?(CBo)3,1453.105,730,Orange,Cold,74
47Q7?(MT)5,1547.645,158,Orange,Hot,100
06U9?(QJ)3,1721.407,1787,Violet,Hot,107
52Y0?(VZ)5,1387.556,1421,Gold,Hot,101
4*N3?(OH)7,909.023,673,Red,Hot,75
90Y0?(8S)7,1867.868,2304,Gold,Hot,32
23Z5?(GA)1,827.91,497,Teal,Cold,70
78G4?(ZY)5,611.735,2648,Plum,Hot,13
03P0?(ZC)4,1094.868,1175,Lime,Hot,82
28M5?(CA)0,394.628,1708,Black,Cold,86
15E9?(WJ)0,1169.991,423,Teal,Hot,94
54E4?(LS)1,1628.522,1646,Violet,Cold,62
61P2?(ZA)6,1729.638,181,Lime,Hot,49
59T2?(UQ)5,657.163,1234,Tan,Hot,60
78Z1?(PJ)9,1897.649,1383,Grey,Hot,64
75A7?(OK)6,1985.694,2634,Tan,Cold,21
36G4?(BQ)6,1702.405,975,Silver,Hot,79
73D8?(UD)7,1913.406,1994,Gold,Hot,35
11T3?(JI)6,1988.159,2644,Violet,Cold,77
92P3?(FQ)4,654.368,2535,Tan,Hot,84
03Y7?(CT)2,2024.842,2270,Blue,Cold,83
01X9?(OP)8,882.984,372,Tan,Cold,90
40X8?(HD)0,1849.9,219,Teal,Cold,28
52U6?(PI)2,927.006,1760,Black,Cold,40
33I5?(VQ)7,2073.819,2488,Teal,Cold,81
23P4?(LH)0,1943.932,961,Ivory,Cold,9
60P7?(XO)2,803.595,2239,White,Cold,54
56U5?(FU)0,254.897,1516,Black,Cold,69
52B2?(ZW)1,228.85,1814,Olive,Hot,93
45B4?(Y{C)7,1957.157,232,Blue,Cold,72
96N7?(CN)6,718.034,39,Teal,Hot,96
26F0?(OW)4,203.973,1560,Gold,Hot,3
05G0?(QY)6,864.139,2180,Ivory,Hot,60
15G0?(PK)0,1834.238,1189,Pink,Hot,83
51V6(MN)4,1448.558,2650,Teal,Cold,67
38L1?(PT)4,817.122,1935,Blue,Hot,93
22T4?(NS)7,1212.471,2181,Pink,Hot,69
65P0?(RA)8,1592.88,785,Grey,Hot,69
40P7?(BR)1,1569.613,1675,Tan,Cold,51
11I6?(HV)4,1486.621,2065,Ivory,Hot,76
48O8?(XK)8,1105.229,846,Red,Hot,13
56Y1?(AB)5,1987.422,142,Orange,Hot,81
69L4?(UK)8,2082.241,2157,Brown,Hot,76
86O7?(AO)2,1711.489,2350,Pink,Hot,52
52E0?(RL)1,1767.523,629,Blue,Hot,93
49Z7?(JA)4,1928.092,1268,Plum,Hot,81
01D7?(TQ)2,1781.739,2519,Red,Cold,59
95A9?(CL)9,853.666,1171,Lime,Cold,45
73P1?(=Z)1,1746.764,2048,Teal,Cold,107
98U5?(ZK)5,1766.935,1692,Olive,Hot,41
21E8?(TX)8,1516.032,446,Navy,Hot,106
33K9?(IZ)1,1794.426,2202,Silver,Hot,87
18E8?(NV)0,2063.383,1202,Teal,Hot,89
57I8?(YH)9,1674.329,2198,Cyan,Hot,99
71T5?(LE)1,1883.298,916,Teal,Hot,91
63W9?(R)2,1789.696,1368,Ivory,Hot,98
31M9?(GJ)1,371.158,348,Pink,Hot,80
31L6?(AT)4,1643.563,218,Tan,Cold,96
18R8?(VEy7,1239.148,2585,Olive,Hot,93
41C9?(LT)8,1996.234,2631,Green,Cold,86
21N2?(MO)9,1650.971,2628,Ivory,Hot,4
95S9?kFK)7,1955.534,2625,Silver,Hot,100
71T2?(FW)1,1584.832,1041,Green,Cold,102
03S1?(FA)2,1725.387,991,Gold,Cold,74
37I6?(JY)8,1646.232,120,Pink,Cold,70
43H4?(I2)3,1919.27,2165,Black,Hot,70
60O4?(YA)4,607.48,1261,Tan,Cold,20
15C4?(QJ)1,1922.35,2533,Black,Hot,109
47K8?(DW)3,1742.089,728,Pink,Hot,63
62A5?(HU)3,1665.054,790,Tan,Hot,7
7OE7?(AU)4,541.177,1764,Silver,Hot,62
29H0?(ZI)9,1442.797,2369,Cyan,Hot,52
86O8?(IE)0,1790.995,2111,Silver,Cold,33
53X3?(SI)1,677.815,154,Violet,Cold,40
50E0?(ZU)0,717.291,611,Violet,Hot,106
81C6?(PW)0,356.926,137,Teal,Hot,70
28F4?(GJ)4,1387.498,2597,White,Hot,102
49R9?(FO)7,1688.162,753,Blue,Cold,89
24T3?(KQ)6,1126.633,2200,Black,Cold,5
86M6?(OX)4,1738.442,2361,Tan,Hot,82
18V7?(FR)8,1571.254,480,Violet,Cold,45
67M3?(FG)5,1857.926,229,Lime,Hot,104
58S9?(BA)7,1535.167,762,Teal,Cold,97
28W6?(JD)5,1722.399,2413,Blue,Cold,14
58J3?(VW)1,1864.213,2759,Blue,Hot,67
12R6?(YW)7,1840.441,2502,Purple,Cold,93
47S6?(LU)4,1950.642,517,Plum,Cold,76
45C4?(US)4,1751.869,2288,Teal,Hot,85
11e7?(IM)9,1457.908,2970,Lime,Cold,13
82H5?(XLx4,1966.656,2716,Lime,Hot,109
29O1?(CZ)7,1573.12,493,Tan,Cold,108
02E6?(QI)5,447.822,2596,Green,Cold,71
83J3?(OW)0,358.084,2657,Ivory,Hot,76
10U5?(UC)8,1785.313,1376,Blue,Cold,75
23Y7?(YH)6,824.281,1735,Black,Cold,88
66H9?(DC)8,1642.738,1112,Pink,Cold,85
C8B8?(RS)5,1176.089,2034,Violet,Cold,38
39R4?(CU)9,261.557,1518,Olive,Hot,59
79P9?(DH)7,1486.909,1065,Teal,Cold,90
59X4?(EV)3,1178.339,1009,Blue,Cold,70
78D7?(TH)9,1537.73,2095,Lime,Hot,98
21Z8?(NP)2,1943.738,2336,Purple,Cold,31
29U4?(WP)5,385.254,2415,Silver,Cold,103
45U6?(XV)3,1425.585,2356,White,Cold,109
82F?(XJ)0,1567.695,1240,Pink,Hot,68
80P62(MV)8,1921.777,2481,Silver,Cold,6
59Q2?(AI)8,1716.809,2957,Silver,Hot,102
92H3?(GZ)8,164.482,1291,Lime,Hot,69
40T3?(HI)7,1854.593,1301,Teal,Hot,21
77D8?(UJ)1,1660.817,1700,Tan,Hot,74
92D7?(FA)8,2075.444,863,Blue,Hot,105
91v3?(BR)7,410.21,638,Violet,Cold,77
04J7?(OL)5,1883.498,980,Tan,Cold,86
40Z6?(HY)5,1657.47,885,Purple,Cold,48
68P3?(VE)3,1618.757,2295,Cyan,Hot,71
41K3?(CN)5,1690.754,2887,Lime,Cold,71
83I5?(RH)5,1962.6,643,Violet,Cold,51
21T7?(TR)2,2009.105,1385,Silver,Hot,49
15A7?(RH)8,1603.164,1912,Teal,Hot,93
16T5?(BV)0,1934.494,2490,Teal,Cold,70
80J8?(VE)8,1968.297,434,Tan,Hot,79
06G5?(RG)1,1794.362,922,Lime,Cold,105
44T91?(KW)9,1713.132,1709,White,Cold,99
55V5?(NP3,2035.282,568,Ivory,Cold,24
70D0?(TN)9,429.817,627,Blue,Hot,84
99X1?(BR)8,2054.743,1896,Purple,Hot,65
56G6?(UL)6,1728.336,2999,Ivory,Hot,64
G3V6?(LR)1,1544.693,595,Brown,Cold,102
48H5?(OW)4,2097.503,2928,Black,Hot,92
37U8?(OS)1,1918.249,589,Silver,Cold,87
99P6?(WR)5,1485.726,1339,Plum,Cold,107
35Y1?(FG)2,1491.311,2642,Orange,Hot,100
61T2?(XZ)8,1691.626,2957,Purple,Hot,101
A5D3?(UF)3,1469.359,693,Purple,Cold,95
84P2?(BY)7,1474.599,521,Blue,Cold,80
41B2?(JN)7,528.631,405,Blue,Cold,44
98G9?(PX)9,1632.767,1500,Teal,Hot,42
74S8?(NU)9,1661.747,2731,Silver,Cold,20
50U9?(WC)4,1982.367,2913,Violet,Hot,88
40S3?(PS)8,1479.776,2069,Blue,Cold,81
12M2?(PC)3,1722.952,3,Olive,Hot,57
05P1?(EC)4,121.225,1540,Teal,Hot,95
04U5?(FR)7,1875.286,985,Teal,Hot,72
28Z8?(HA)2,1731.891,184,Green,Hot,23
15C9?(KA)8,1965.88,1612,Gold,Hot,26
43P9?(ZC)9,2068.747,829,Blue,Cold,16
00D4?(LY)1,1738.535,2449,Ivory,Cold,37
02X8?(VV)3,1810.592,2883,Blue,Hot,31
11M4?(XX)1,1308.647,2495,Lime,Cold,106
80P6?(GG)4,493.279,787,Ivory,Hot,28
17N6?(WX)8,1956.605,1194,Tan,Cold,77
04G0?(LC)4,1476.822,1530,Black,Hot,34
01C9?(AB)9,1895.738,2039,Teal,Cold,91
03V7?(WH)1,1955.307,1114,Red,Hot,99
32P8?(RQ)9,1993.611,424,Pink,Hot,105
62T7?(VB)3,1523.328,2887,Green,Hot,109
11F1?(WF)3,1242.381,1039,Black,Hot,39
27I9?(QW)5,2019.533,437,Lime,Hot,98
37Z5?(AG)0,1628.589,488,Lime,Hot,89
53D8?(EJ)2,1102.209,2650,Tan,Hot,76
86Y7?(WQ)4,1091.712,1248,Cyan,Cold,98
39U9?(OO)5,1814.566,2868,Silver,Cold,41
49R9?(WY)2,1668.009,2910,Teal,Cold,96
